"Result","axis","value"
"Loss","SuccAir",0.311111111111111
"Loss","SuccTacles",0.821428571428571
"Win","SuccShots",0.75
"Win","SuccDribbles",0.666666666666667
"Win","SuccPasses",0.703781512605042
"Win","SuccAir",0.382352941176471
"Win","SuccTacles",0.8
"Loss","SuccShots",0.5
"Loss","SuccDribbles",0.666666666666667
"Loss","SuccPasses",0.735849056603774
"Loss","SuccAir",0.642857142857143
"Loss","SuccTacles",0.823529411764706
"Draw","SuccShots",0.75
"Draw","SuccDribbles",0.75
"Draw","SuccPasses",0.772839506172839
"Draw","SuccAir",0.63265306122449
"Draw","SuccTacles",0.869565217391304
"Win","SuccShots",1
"Win","SuccDribbles",0.333333333333333
"Win","SuccPasses",0.808564231738035
"Win","SuccAir",0.30952380952381
"Win","SuccTacles",0.642857142857143
"Loss","SuccShots",0
"Loss","SuccDribbles",0.454545454545455
"Loss","SuccPasses",0.768566493955095
"Loss","SuccAir",0.36
"Loss","SuccTacles",1
"Win","SuccShots",0.5
"Win","SuccDribbles",0.666666666666667
"Win","SuccPasses",0.736842105263158
"Win","SuccAir",0.714285714285714
"Win","SuccTacles",1
"Win","SuccShots",0.2
"Win","SuccDribbles",1
"Win","SuccPasses",0.836041358936484
"Win","SuccAir",0.55
"Win","SuccTacles",1
"Win","SuccShots",1
"Win","SuccDribbles",0
"Win","SuccPasses",0.772983114446529
"Win","SuccAir",0.529411764705882
"Win","SuccTacles",1
"Loss","SuccShots",0
"Loss","SuccDribbles",0.75
"Loss","SuccPasses",0.776842105263158
"Loss","SuccAir",0.552631578947368
"Loss","SuccTacles",1
"Win","SuccShots",0.5
"Win","SuccDribbles",0.4
"Win","SuccPasses",0.751923076923077
"Win","SuccAir",0.53125
"Win","SuccTacles",0.636363636363636
"Loss","SuccShots",0.333333333333333
"Loss","SuccDribbles",0.5
"Loss","SuccPasses",0.714285714285714
"Loss","SuccAir",0.5
"Loss","SuccTacles",0.954545454545455
"Draw","SuccShots",0.2
"Draw","SuccDribbles",0.538461538461538
"Draw","SuccPasses",0.851632047477745
"Draw","SuccAir",0.518518518518518
"Draw","SuccTacles",1
"Loss","SuccShots",0
"Loss","SuccDribbles",0.5
"Loss","SuccPasses",0.801818181818182
"Loss","SuccAir",0.436363636363636
"Loss","SuccTacles",0.541666666666667
"Win","SuccShots",1
"Win","SuccDribbles",0.5
"Win","SuccPasses",0.746361746361746
"Win","SuccAir",0.660714285714286
"Win","SuccTacles",1
"Loss","SuccShots",0.5
"Loss","SuccDribbles",0.857142857142857
"Loss","SuccPasses",0.713910761154856
"Loss","SuccAir",0.647058823529412
"Loss","SuccTacles",0.91304347826087
"Win","SuccShots",0.2
"Win","SuccDribbles",0.5
"Win","SuccPasses",0.826347305389222
"Win","SuccAir",0.511627906976744
"Win","SuccTacles",0.575757575757576
"Draw","SuccShots",0
"Draw","SuccDribbles",0.428571428571429
"Draw","SuccPasses",0.826589595375723
"Draw","SuccAir",0.566666666666667
"Draw","SuccTacles",0.866666666666667
"Draw","SuccShots",0.5
"Draw","SuccDribbles",0.222222222222222
"Draw","SuccPasses",0.820678513731826
"Draw","SuccAir",0.439024390243902
"Draw","SuccTacles",0.758620689655172
"Loss","SuccShots",0
"Loss","SuccDribbles",0
"Loss","SuccPasses",0.720930232558139
"Loss","SuccAir",0.5
"Loss","SuccTacles",0.448275862068966
"Loss","SuccShots",0
"Loss","SuccDribbles",0.476190476190476
"Loss","SuccPasses",0.768518518518518
"Loss","SuccAir",0.576923076923077
"Loss","SuccTacles",0.722222222222222
"Loss","SuccShots",0.5
"Loss","SuccDribbles",0.5
"Loss","SuccPasses",0.810264385692068
"Loss","SuccAir",0.425
"Loss","SuccTacles",1
"Win","SuccShots",0.5
"Win","SuccDribbles",0.166666666666667
"Win","SuccPasses",0.796261682242991
"Win","SuccAir",0.366666666666667
"Win","SuccTacles",0.783783783783784
"Draw","SuccShots",0.25
"Draw","SuccDribbles",0.4
"Draw","SuccPasses",0.712550607287449
"Draw","SuccAir",0.233333333333333
"Draw","SuccTacles",0.72972972972973
"Win","SuccShots",0.666666666666667
"Win","SuccDribbles",0.5
"Win","SuccPasses",0.803082191780822
"Win","SuccAir",0.386363636363636
"Win","SuccTacles",1
"Draw","SuccShots",0
"Draw","SuccDribbles",0.5
"Draw","SuccPasses",0.808724832214765
"Draw","SuccAir",0.58695652173913
"Draw","SuccTacles",0.862068965517241
"Draw","SuccShots",0.4
"Draw","SuccDribbles",0.375
"Draw","SuccPasses",0.864774624373957
"Draw","SuccAir",0.263157894736842
"Draw","SuccTacles",1
"Win","SuccShots",1
"Win","SuccDribbles",0.25
"Win","SuccPasses",0.585209003215434
"Win","SuccAir",0.4
"Win","SuccTacles",0.5625
"Loss","SuccShots",0.25
"Loss","SuccDribbles",0.333333333333333
"Loss","SuccPasses",0.637795275590551
"Loss","SuccAir",0.474358974358974
"Loss","SuccTacles",0.80952380952381
"Loss","SuccShots",0.333333333333333
"Loss","SuccDribbles",0.5
"Loss","SuccPasses",0.670951156812339
"Loss","SuccAir",0.382978723404255
"Loss","SuccTacles",0.761904761904762
"Win","SuccShots",0.666666666666667
"Win","SuccDribbles",0.25
"Win","SuccPasses",0.653979238754325
"Win","SuccAir",0.40625
"Win","SuccTacles",0.5
"Win","SuccShots",1
"Win","SuccDribbles",0
"Win","SuccPasses",0.662303664921466
"Win","SuccAir",0.616666666666667
"Win","SuccTacles",1
"Loss","SuccShots",0
"Loss","SuccDribbles",0.538461538461538
"Loss","SuccPasses",0.593360995850622
"Loss","SuccAir",0.527777777777778
"Loss","SuccTacles",0.789473684210526
"Win","SuccShots",1
"Win","SuccDribbles",0
"Win","SuccPasses",0.648854961832061
"Win","SuccAir",0.461538461538462
"Win","SuccTacles",1
"Loss","SuccShots",0
"Loss","SuccDribbles",0.285714285714286
"Loss","SuccPasses",0.642857142857143
"Loss","SuccAir",0.45
"Loss","SuccTacles",0.941176470588235
"Win","SuccShots",0.4
"Win","SuccDribbles",0.25
"Win","SuccPasses",0.61993769470405
"Win","SuccAir",0.459459459459459
"Win","SuccTacles",0.882352941176471
"Win","SuccShots",1
"Win","SuccDribbles",1
"Win","SuccPasses",0.784671532846715
"Win","SuccAir",0.51219512195122
"Win","SuccTacles",1
"Loss","SuccShots",0
"Loss","SuccDribbles",0
"Loss","SuccPasses",0.749455337690632
"Loss","SuccAir",0.647058823529412
"Loss","SuccTacles",0.8
"Win","SuccShots",1
"Win","SuccDribbles",0
"Win","SuccPasses",0.74009900990099
"Win","SuccAir",0.521739130434783
"Win","SuccTacles",0.777777777777778
"Loss","SuccShots",1
"Loss","SuccDribbles",0.444444444444444
"Loss","SuccPasses",0.66374269005848
"Loss","SuccAir",0.421052631578947
"Loss","SuccTacles",0.611111111111111
"Draw","SuccShots",0
"Draw","SuccDribbles",0
"Draw","SuccPasses",0.534296028880866
"Draw","SuccAir",0.456140350877193
"Draw","SuccTacles",0.8
"Loss","SuccShots",1
"Loss","SuccDribbles",0.333333333333333
"Loss","SuccPasses",0.706896551724138
"Loss","SuccAir",0.465116279069767
"Loss","SuccTacles",0.8125
"Win","SuccShots",0.4
"Win","SuccDribbles",0.363636363636364
"Win","SuccPasses",0.741279069767442
"Win","SuccAir",0.655172413793103
"Win","SuccTacles",0.709677419354839
"Win","SuccShots",1
"Win","SuccDribbles",0.111111111111111
"Win","SuccPasses",0.690531177829099
"Win","SuccAir",0.377049180327869
"Win","SuccTacles",0.833333333333333
"Win","SuccShots",0.333333333333333
"Win","SuccDribbles",0.545454545454545
"Win","SuccPasses",0.74780701754386
"Win","SuccAir",0.547619047619048
"Win","SuccTacles",1
"Draw","SuccShots",0.333333333333333
"Draw","SuccDribbles",0.5
"Draw","SuccPasses",0.638805970149254
"Draw","SuccAir",0.560975609756098
"Draw","SuccTacles",0.875
"Win","SuccShots",1
"Win","SuccDribbles",0.625
"Win","SuccPasses",0.727506426735218
"Win","SuccAir",0.464285714285714
"Win","SuccTacles",0.846153846153846
"Draw","SuccShots",0
"Draw","SuccDribbles",0.666666666666667
"Draw","SuccPasses",0.70360824742268
"Draw","SuccAir",0.5
"Draw","SuccTacles",0.55
"Win","SuccShots",1
"Win","SuccDribbles",0.428571428571429
"Win","SuccPasses",0.679012345679012
"Win","SuccAir",0.492537313432836
"Win","SuccTacles",0.722222222222222
"Loss","SuccShots",0
"Loss","SuccDribbles",0.272727272727273
"Loss","SuccPasses",0.654434250764526
"Loss","SuccAir",0.403508771929825
"Loss","SuccTacles",0.703703703703704
"Draw","SuccShots",1
"Draw","SuccDribbles",0
"Draw","SuccPasses",0.634868421052632
"Draw","SuccAir",0.563380281690141
"Draw","SuccTacles",0.777777777777778
"Win","SuccShots",0.666666666666667
"Win","SuccDribbles",0.125
"Win","SuccPasses",0.657971014492754
"Win","SuccAir",0.741935483870968
"Win","SuccTacles",0.88
"Win","SuccShots",1
"Win","SuccDribbles",0
"Win","SuccPasses",0.733490566037736
"Win","SuccAir",0.391304347826087
"Win","SuccTacles",0.5
"Win","SuccShots",0.666666666666667
"Win","SuccDribbles",0.181818181818182
"Win","SuccPasses",0.696035242290749
"Win","SuccAir",0.418181818181818
"Win","SuccTacles",1
"Loss","SuccShots",0
"Loss","SuccDribbles",0.2
"Loss","SuccPasses",0.687960687960688
"Loss","SuccAir",0.465116279069767
"Loss","SuccTacles",0.75
"Draw","SuccShots",0
"Draw","SuccDribbles",0.4
"Draw","SuccPasses",0.774271844660194
"Draw","SuccAir",0.555555555555556
"Draw","SuccTacles",0.833333333333333
"Win","SuccShots",0.333333333333333
"Win","SuccDribbles",0.142857142857143
"Win","SuccPasses",0.75765306122449
"Win","SuccAir",0.551020408163265
"Win","SuccTacles",0.8125
"Draw","SuccShots",0.5
"Draw","SuccDribbles",0.166666666666667
"Draw","SuccPasses",0.784897025171625
"Draw","SuccAir",0.674418604651163
"Draw","SuccTacles",0.818181818181818
"Loss","SuccShots",0
"Loss","SuccDribbles",0.533333333333333
"Loss","SuccPasses",0.846153846153846
"Loss","SuccAir",0.379310344827586
"Loss","SuccTacles",0.869565217391304
"Win","SuccShots",0.333333333333333
"Win","SuccDribbles",0.5
"Win","SuccPasses",0.639072847682119
"Win","SuccAir",0.64
"Win","SuccTacles",1
"Loss","SuccShots",1
"Loss","SuccDribbles",0.5
"Loss","SuccPasses",0.762376237623762
"Loss","SuccAir",0.538461538461538
"Loss","SuccTacles",1
"Loss","SuccShots",0
"Loss","SuccDribbles",0.307692307692308
"Loss","SuccPasses",0.804819277108434
"Loss","SuccAir",0.515151515151515
"Loss","SuccTacles",0.75
"Loss","SuccShots",0
"Loss","SuccDribbles",0.857142857142857
"Loss","SuccPasses",0.724137931034483
"Loss","SuccAir",0.391304347826087
"Loss","SuccTacles",0.705882352941177
"Win","SuccShots",1
"Win","SuccDribbles",1
"Win","SuccPasses",0.679715302491103
"Win","SuccAir",0.564102564102564
"Win","SuccTacles",0.863636363636364
"Loss","SuccShots",0
"Loss","SuccDribbles",0.571428571428571
"Loss","SuccPasses",0.720670391061452
"Loss","SuccAir",0.523809523809524
"Loss","SuccTacles",0.621621621621622
"Loss","SuccShots",0
"Loss","SuccDribbles",0.5
"Loss","SuccPasses",0.767441860465116
"Loss","SuccAir",0.512820512820513
"Loss","SuccTacles",0.857142857142857
"Win","SuccShots",0.6
"Win","SuccDribbles",0.388888888888889
"Win","SuccPasses",0.700549450549451
"Win","SuccAir",0.538461538461538
"Win","SuccTacles",0.714285714285714
"Win","SuccShots",0.6
"Win","SuccDribbles",0.571428571428571
"Win","SuccPasses",0.632022471910112
"Win","SuccAir",0.506172839506173
"Win","SuccTacles",1
"Loss","SuccShots",0
"Loss","SuccDribbles",0
"Loss","SuccPasses",0.712401055408971
"Loss","SuccAir",0.282608695652174
"Loss","SuccTacles",0.617647058823529
"Draw","SuccShots",0
"Draw","SuccDribbles",0.285714285714286
"Draw","SuccPasses",0.736342042755344
"Draw","SuccAir",0.490909090909091
"Draw","SuccTacles",0.6
"Win","SuccShots",0.25
"Win","SuccDribbles",0.1
"Win","SuccPasses",0.676966292134832
"Win","SuccAir",0.525
"Win","SuccTacles",0.925925925925926
"Loss","SuccShots",0
"Loss","SuccDribbles",0.6
"Loss","SuccPasses",0.71824480369515
"Loss","SuccAir",0.432432432432432
"Loss","SuccTacles",0.708333333333333
"Draw","SuccShots",0.333333333333333
"Draw","SuccDribbles",0.428571428571429
"Draw","SuccPasses",0.789587852494577
"Draw","SuccAir",0.470588235294118
"Draw","SuccTacles",0.731707317073171
"Win","SuccShots",1
"Win","SuccDribbles",0.333333333333333
"Win","SuccPasses",0.800341296928328
"Win","SuccAir",0.321428571428571
"Win","SuccTacles",0.952380952380952
"Draw","SuccShots",0
"Draw","SuccDribbles",0
"Draw","SuccPasses",0.71875
"Draw","SuccAir",0.5
"Draw","SuccTacles",0.709677419354839
"Win","SuccShots",0.75
"Win","SuccDribbles",0.533333333333333
"Win","SuccPasses",0.689737470167064
"Win","SuccAir",0.575
"Win","SuccTacles",1
"Loss","SuccShots",0
"Loss","SuccDribbles",0.25
"Loss","SuccPasses",0.734411085450346
"Loss","SuccAir",0.468085106382979
"Loss","SuccTacles",0.703703703703704
"Draw","SuccShots",0.25
"Draw","SuccDribbles",0.555555555555556
"Draw","SuccPasses",0.564705882352941
"Draw","SuccAir",0.531914893617021
"Draw","SuccTacles",1
"Loss","SuccShots",1
"Loss","SuccDribbles",0.714285714285714
"Loss","SuccPasses",0.75615763546798
"Loss","SuccAir",0.342857142857143
"Loss","SuccTacles",1
"Draw","SuccShots",0.333333333333333
"Draw","SuccDribbles",0.166666666666667
"Draw","SuccPasses",0.645985401459854
"Draw","SuccAir",0.380952380952381
"Draw","SuccTacles",0.51219512195122
"Win","SuccShots",1
"Win","SuccDribbles",0.75
"Win","SuccPasses",0.675191815856777
"Win","SuccAir",0.388888888888889
"Win","SuccTacles",1
"Draw","SuccShots",0.166666666666667
"Draw","SuccDribbles",0
"Draw","SuccPasses",0.802197802197802
"Draw","SuccAir",0.463414634146341
"Draw","SuccTacles",0.75
"Win","SuccShots",0.142857142857143
"Win","SuccDribbles",0.695652173913043
"Win","SuccPasses",0.843800322061192
"Win","SuccAir",0.476190476190476
"Win","SuccTacles",0.857142857142857
"Loss","SuccShots",0.333333333333333
"Loss","SuccDribbles",0.2
"Loss","SuccPasses",0.82129963898917
"Loss","SuccAir",0.5
"Loss","SuccTacles",1
"Loss","SuccShots",0
"Loss","SuccDribbles",0.666666666666667
"Loss","SuccPasses",0.694300518134715
"Loss","SuccAir",0.475
"Loss","SuccTacles",0.848484848484849
"Win","SuccShots",0.428571428571429
"Win","SuccDribbles",0.727272727272727
"Win","SuccPasses",0.77122641509434
"Win","SuccAir",0.482758620689655
"Win","SuccTacles",1
"Win","SuccShots",0.714285714285714
"Win","SuccDribbles",0.75
"Win","SuccPasses",0.865021770682148
"Win","SuccAir",0.473684210526316
"Win","SuccTacles",0.85
"Loss","SuccShots",0
"Loss","SuccDribbles",0.333333333333333
"Loss","SuccPasses",0.869986168741355
"Loss","SuccAir",0.285714285714286
"Loss","SuccTacles",1
"Loss","SuccShots",1
"Loss","SuccDribbles",0.642857142857143
"Loss","SuccPasses",0.816135084427767
"Loss","SuccAir",0.488372093023256
"Loss","SuccTacles",1
"Win","SuccShots",0.8
"Win","SuccDribbles",0.5
"Win","SuccPasses",0.772727272727273
"Win","SuccAir",0.386363636363636
"Win","SuccTacles",1
"Loss","SuccShots",0
"Loss","SuccDribbles",0.833333333333333
"Loss","SuccPasses",0.856345885634589
"Loss","SuccAir",0.435897435897436
"Loss","SuccTacles",0.888888888888889
"Win","SuccShots",1
"Win","SuccDribbles",0.4
"Win","SuccPasses",0.828571428571429
"Win","SuccAir",0.352941176470588
"Win","SuccTacles",0.9
"Win","SuccShots",0.333333333333333
"Win","SuccDribbles",0.25
"Win","SuccPasses",0.822222222222222
"Win","SuccAir",0.628571428571429
"Win","SuccTacles",0.75
"Loss","SuccShots",0
"Loss","SuccDribbles",0.428571428571429
"Loss","SuccPasses",0.836772983114446
"Loss","SuccAir",0.571428571428571
"Loss","SuccTacles",0.916666666666667
"Win","SuccShots",0.545454545454545
"Win","SuccDribbles",0.642857142857143
"Win","SuccPasses",0.837386018237082
"Win","SuccAir",0.517241379310345
"Win","SuccTacles",1
"Win","SuccShots",0.5
"Win","SuccDribbles",0.428571428571429
"Win","SuccPasses",0.827708703374778
"Win","SuccAir",0.534883720930233
"Win","SuccTacles",1
"Win","SuccShots",0.6
"Win","SuccDribbles",0.789473684210526
"Win","SuccPasses",0.848531684698609
"Win","SuccAir",0.352941176470588
"Win","SuccTacles",0.894736842105263
"Win","SuccShots",1
"Win","SuccDribbles",0.476190476190476
"Win","SuccPasses",0.791919191919192
"Win","SuccAir",0.346938775510204
"Win","SuccTacles",0.9375
"Win","SuccShots",0.666666666666667
"Win","SuccDribbles",0.6
"Win","SuccPasses",0.824302134646962
"Win","SuccAir",0.567567567567568
"Win","SuccTacles",0.823529411764706
"Draw","SuccShots",1
"Draw","SuccDribbles",0.833333333333333
"Draw","SuccPasses",0.740530303030303
"Draw","SuccAir",0.46875
"Draw","SuccTacles",0.8
"Loss","SuccShots",0
"Loss","SuccDribbles",0.666666666666667
"Loss","SuccPasses",0.853035143769968
"Loss","SuccAir",0.5
"Loss","SuccTacles",0.65
"Loss","SuccShots",0.5
"Loss","SuccDribbles",0.222222222222222
"Loss","SuccPasses",0.841904761904762
"Loss","SuccAir",0.55
"Loss","SuccTacles",0.772727272727273
"Draw","SuccShots",0.5
"Draw","SuccDribbles",0.333333333333333
"Draw","SuccPasses",0.76008064516129
"Draw","SuccAir",0.480769230769231
"Draw","SuccTacles",1
"Win","SuccShots",0.25
"Win","SuccDribbles",0.416666666666667
"Win","SuccPasses",0.822368421052632
"Win","SuccAir",0.666666666666667
"Win","SuccTacles",0.821428571428571
"Win","SuccShots",0.666666666666667
"Win","SuccDribbles",0.5
"Win","SuccPasses",0.761450381679389
"Win","SuccAir",0.435897435897436
"Win","SuccTacles",0.785714285714286
"Loss","SuccShots",0.5
"Loss","SuccDribbles",0.111111111111111
"Loss","SuccPasses",0.769944341372913
"Loss","SuccAir",0.258064516129032
"Loss","SuccTacles",0.833333333333333
"Draw","SuccShots",0
"Draw","SuccDribbles",0.6
"Draw","SuccPasses",0.815878378378378
"Draw","SuccAir",0.391304347826087
"Draw","SuccTacles",0.851851851851852
"Win","SuccShots",0.3
"Win","SuccDribbles",0.5625
"Win","SuccPasses",0.888372093023256
"Win","SuccAir",0.363636363636364
"Win","SuccTacles",1